"","code","sections","college","sub_college","abbr","no","title","student","A","tgp","avg"
"1068","B EDUC 476",2,NA,NA,"B EDUC",476,"DIGITAL LITERACY",47,28,178.6,3.8
"1069","B EDUC 480",5,NA,NA,"B EDUC",480,"MIDDLE SCH LEARNER",130,118,509.2,3.91692307692308
"1070","B EDUC 482",1,NA,NA,"B EDUC",482,"ASSESSMENT IN SPED",27,19,105.3,3.9
"1071","B EDUC 491",24,NA,NA,"B EDUC",491,"SPEC TOPIC IN EDUC",602,458,2278.3,3.78455149501661
"1072","B EDUC 493",3,NA,NA,"B EDUC",493,"ENVIRONMENTAL EDUC",66,48,252.6,3.82727272727273
"1073","B EDUC 501",13,NA,NA,"B EDUC",501,"INQUIRY IN EDUC",366,257,1382.5,3.77732240437158
"1074","B EDUC 502",13,NA,NA,"B EDUC",502,"TCHRS SELF UNDRSTND",359,218,1357.5,3.78133704735376
"1075","B EDUC 504",11,NA,NA,"B EDUC",504,"ORGANIZATIONAL CHNG",349,302,1342.2,3.8458452722063
"1076","B EDUC 507",1,NA,NA,"B EDUC",507,"REVIEW LITERATURE",18,18,70.2,3.9
"1077","B EDUC 508",2,NA,NA,"B EDUC",508,"EARLY LITERACY",33,16,121.8,3.69090909090909
"1078","B EDUC 510",2,NA,NA,"B EDUC",510,"LIT INST DIVR LEARN",47,36,180.9,3.84893617021277
"1079","B EDUC 515",1,NA,NA,"B EDUC",515,"CURRIC INTEGRATION",19,18,74.1,3.9
"1080","B EDUC 517",2,NA,NA,"B EDUC",517,"STRUGGLING READERS",39,23,149.1,3.82307692307692
"1081","B EDUC 522",1,NA,NA,"B EDUC",522,"ED AMERICAN DREAM",15,15,58.5,3.9
"1082","B EDUC 535",3,NA,NA,"B EDUC",535,"WRITE ACROSS CURRIC",58,49,226.2,3.9
"1083","B EDUC 536",2,NA,NA,"B EDUC",536,"TEACHER LEADERSHIP",43,39,167.7,3.9
"1084","B EDUC 537",4,NA,NA,"B EDUC",537,"ASSESSMENT",80,69,312,3.9
"1085","B EDUC 538",3,NA,NA,"B EDUC",538,"ADOLESCENT LITERACY",50,35,191.6,3.832
"1086","B EDUC 539",2,NA,NA,"B EDUC",539,"LITERACY COACHING",32,24,123.2,3.85
"1087","B EDUC 540",5,NA,NA,"B EDUC",540,"PRNCPL OF INCLUSION",112,78,429.4,3.83392857142857
"1088","B EDUC 541",1,NA,NA,"B EDUC",541,"SEC LANG ACQUISITION",19,15,72.2,3.8
"1089","B EDUC 544",1,NA,NA,"B EDUC",544,"LDSHP & ASSESS ESOL",19,13,72.2,3.8
"1090","B EDUC 553",3,NA,NA,"B EDUC",553,"SCND ENG/SOCSCI/HST",53,45,204.7,3.8622641509434
"1091","B EDUC 555",1,NA,NA,"B EDUC",555,"BUILDING PARTNRSHPS",21,19,81.9,3.9
"1092","B EDUC 556",6,NA,NA,"B EDUC",556,"ADOLESCENT DEVELOP",149,121,573.4,3.84832214765101
"1093","B EDUC 557",8,NA,NA,"B EDUC",557,"CURRICULUM STUDIES",184,63,668.7,3.63423913043478
"1094","B EDUC 566",2,NA,NA,"B EDUC",566,"EDUCATION & TECHNOL",38,35,148.2,3.9
"1095","B EDUC 567",2,NA,NA,"B EDUC",567,"STORIES AS TEACHERS",30,28,117,3.9
"1096","B EDUC 591",5,NA,NA,"B EDUC",591,"SPEC TOPICS ED",94,75,363.3,3.86489361702128
"1097","B EE 215",15,NA,NA,"B EE",215,"FUNDAMENTALS OF EE",517,78,1492.1,2.88607350096712
"1098","B EE 233",16,NA,NA,"B EE",233,"CIRCUIT THEORY",616,116,1831.6,2.97337662337662
"1099","B EE 235",13,NA,NA,"B EE",235,"CT LINEAR SYSTEMS",477,95,1561.3,3.27316561844864
"1100","B EE 271",17,NA,NA,"B EE",271,"DIGITAL CIR THEORY",526,89,1696.8,3.22585551330798
"1101","B EE 331",14,NA,NA,"B EE",331,"DEV & CIRCUITS I",506,59,1499.9,2.96422924901186
"1102","B EE 332",13,NA,NA,"B EE",332,"DEV & CIRCUITS II",477,40,1444.6,3.02851153039832
"1103","B EE 341",17,NA,NA,"B EE",341,"DISCRETE TM LIN SYS",443,75,1342.2,3.02979683972912
"1104","B EE 361",14,NA,NA,"B EE",361,"APP ELECTROMAGNETICS",415,62,1340.4,3.22987951807229
"1105","B EE 371",20,NA,NA,"B EE",371,"BUSINESS OF TECH",564,160,1934.9,3.43067375886525
"1106","B EE 381",4,NA,NA,"B EE",381,"POWER GENERATION",111,16,369.7,3.33063063063063
"1107","B EE 417",2,NA,NA,"B EE",417,"DIGITAL COMM",51,7,146.2,2.86666666666667
"1108","B EE 425",15,NA,NA,"B EE",425,"MICRO SYSTEM DESIGN",462,79,1359.6,2.94285714285714
"1109","B EE 433",6,NA,NA,"B EE",433,"ELEC CIRCUIT DESIGN",127,18,403.6,3.17795275590551
"1110","B EE 437",1,NA,NA,"B EE",437,"BIOMED INSTR II",16,1,49.6,3.1
"1111","B EE 440",5,NA,NA,"B EE",440,"ELEC TEST & MEASURE",100,18,344.1,3.441
"1112","B EE 447",4,NA,NA,"B EE",447,"CONTROL SYSTEMS",84,11,260.5,3.10119047619048
"1113","B EE 450",2,NA,NA,"B EE",450,"INTRO POWER ELEC",37,4,95.9,2.59189189189189
"1114","B EE 454",1,NA,NA,"B EE",454,"RF AND MICROWAVE",32,5,105.6,3.3
"1115","B EE 477",7,NA,NA,"B EE",477,"PWR SYS FUND",177,39,500.8,2.82937853107345
"1116","B EE 478",1,NA,NA,"B EE",478,"PWR SYS ANALYSIS",17,12,66.3,3.9
"1117","B EE 482",2,NA,NA,"B EE",482,"SEMICONDUCT DEVICES",34,1,96.7,2.84411764705882
"1118","B EE 484",8,NA,NA,"B EE",484,"SENSORS",175,28,581.1,3.32057142857143
"1119","B EE 490",1,NA,NA,"B EE",490,"SPEC TOPICS IN EE",16,3,49.6,3.1
"1120","B EE 495",5,NA,NA,"B EE",495,"EE CAPSTONE I",87,54,322.8,3.71034482758621
"1121","B EE 496",5,NA,NA,"B EE",496,"EE CAPSTONE II",87,47,310.2,3.56551724137931
"1122","B EE 503",1,NA,NA,"B EE",503,"CIRCUIT ANALYSIS",17,3,57.8,3.4
"1123","B EE 504",1,NA,NA,"B EE",504,"DEVICE ELECTRONICS",17,3,56.1,3.3
"1124","B EE 505",1,NA,NA,"B EE",505,"DIGITAL SYSTEMS",17,4,59.5,3.5
"1125","B EE 506",1,NA,NA,"B EE",506,"POWER SYSTEMS",17,7,52.7,3.1
"1126","B EE 507",1,NA,NA,"B EE",507,"SIGNALS AND SYSTEMS",16,10,59.2,3.7
"1127","B EE 510",1,NA,NA,"B EE",510,"PROB & RANDOM PRAC",22,13,81.4,3.7
"1128","B EE 525",1,NA,NA,"B EE",525,"EMBEDDED SYS DESIGN",27,10,97.2,3.6
"1129","B EE 545",2,NA,NA,"B EE",545,"CMOS I",36,3,122.4,3.4
"1130","B EE 550",1,NA,NA,"B EE",550,"INTRO POWER ELEC",26,5,85.8,3.3
"1131","B EE 551",1,NA,NA,"B EE",551,"INTO TO MEMS",17,4,62.9,3.7
"1132","B EE 571",1,NA,NA,"B EE",571,"PWR SYS ANALYSIS",17,4,54.4,3.2
"1133","B ENGR 310",5,NA,NA,"B ENGR",310,"COMP PHYS MODELING",130,53,448.9,3.45307692307692
"1134","B ENGR 320",5,NA,NA,"B ENGR",320,"FUND MATERIALS SCI",157,23,476.9,3.03757961783439
"1135","B H 311",4,NA,NA,"B H",311,"ETHICAL ISS MOD MED",638,284,2292.5,3.59326018808777
"1136","B H 401",6,NA,NA,"B H",401,"HISTORY OF MEDICINE",298,24,838.5,2.81375838926175
"1137","B H 402",8,NA,NA,"B H",402,"ETHICAL THEORY",145,31,479.6,3.30758620689655
"1138","B H 409",1,NA,NA,"B H",409,"ETHCS&SOC DTRMNANTS",31,16,111.6,3.6
"1139","B H 411",4,NA,NA,"B H",411,"INTRO TO BIOETHICS",338,117,1195.6,3.53727810650888
"1140","B H 417",1,NA,NA,"B H",417,"DISEASE IN HISTORY",92,52,340.4,3.7
"1141","B H 420",8,NA,NA,"B H",420,"PHIL PROB BIOETHICS",145,98,532.5,3.67241379310345
"1142","B H 421",5,NA,NA,"B H",421,"HISTORY OF EUGENICS",92,46,332.2,3.61086956521739
"1143","B H 440",1,NA,NA,"B H",440,"PHIL OF MEDICINE",19,1,66.5,3.5
"1144","B H 444",2,NA,NA,"B H",444,"ETH IMPL BIOTECH",43,28,163.4,3.8
"1145","B H 456",7,"School of Medicine","School of Medicine","B H",456,"SOCIAL JUSTICE HLTH",179,46,626.7,3.50111731843575
"1146","B H 474",7,NA,NA,"B H",474,"JUSTICE HEALTH CARE",168,26,576.5,3.43154761904762
"1147","B H 481",5,NA,NA,"B H",481,"PURSUIT OF HEALTH",210,41,625.4,2.97809523809524
"1148","B H 483",4,NA,NA,"B H",483,"RISE DEV SPORTS MED",100,17,284.5,2.845
"1149","B H 485",5,NA,NA,"B H",485,"CONCEPT OF THE BODY",129,17,375.3,2.9093023255814
"1150","B H 497",2,"School of Medicine","School of Medicine","B H",497,"SPECIAL ELECTIVES",44,23,163.6,3.71818181818182
"1151","B H 523",1,NA,NA,"B H",523,"BIOMEDICAL ETHICS",29,6,95.7,3.3
"1152","B H 552",2,NA,NA,"B H",552,"ADV QUAL METHODS",31,19,117.8,3.8
"1153","B HLTH 179",4,NA,NA,"B HLTH",179,"INTRPRSNL COMM",94,7,338.1,3.5968085106383
"1154","B HLTH 198",2,NA,NA,"B HLTH",198,"FITNESS AND HEALTH",90,20,324,3.6
"1155","B HLTH 199",5,NA,NA,"B HLTH",199,"GLOBAL HLTH & FILM",134,29,422.5,3.15298507462687
"1156","B HLTH 200",6,NA,NA,"B HLTH",200,"LIFESPAN DEVEL",138,49,466.7,3.38188405797101
"1157","B HLTH 215",11,NA,NA,"B HLTH",215,"HEALTH STATISTICS",212,61,674.7,3.18254716981132
"1158","B HLTH 222",2,NA,NA,"B HLTH",222,"LATINO HLTH&CULTURE",77,34,274.3,3.56233766233766
"1159","B HLTH 223",2,NA,NA,"B HLTH",223,"FEMINIST HEALTH",83,37,298.7,3.59879518072289
"1160","B HLTH 224",4,NA,NA,"B HLTH",224,"DISEASE HUM HIST",186,29,613.2,3.29677419354839
"1161","B HLTH 225",2,NA,NA,"B HLTH",225,"INTRO CANCER BIO",55,6,163.6,2.97454545454546
"1162","B HLTH 227",2,NA,NA,"B HLTH",227,"MIGRATION AND HEALTH",95,22,318.4,3.35157894736842
"1163","B HLTH 228",1,NA,NA,"B HLTH",228,"INFECT DIS DETECT",47,9,150.4,3.2
"1164","B HLTH 397",2,NA,NA,"B HLTH",397,"CURRENT HLTH TOPICS",56,17,197.9,3.53392857142857
"1165","B HLTH 402",1,NA,NA,"B HLTH",402,"MICRO, DIS, & HLTH",31,8,99.2,3.2
"1166","B HLTH 420",1,NA,NA,"B HLTH",420,"WOM GLB HLTH HUM RT",22,12,83.6,3.8
"1167","B HLTH 421",2,NA,NA,"B HLTH",421,"FOOD AND CULTURE",85,49,323,3.8
"1168","B HLTH 422",3,NA,NA,"B HLTH",422,"NATIVE ART HEALING",119,81,452.2,3.8
"1169","B HLTH 424",1,NA,NA,"B HLTH",424,"AMER INDIAN HLTH",48,19,177.6,3.7
"1170","B HLTH 426",3,NA,NA,"B HLTH",426,"HUMANITIES IN HLTHCR",98,52,365.9,3.73367346938775
"1171","B HLTH 430",2,NA,NA,"B HLTH",430,"GLBL HLTH POLICES",72,6,231,3.20833333333333
"1172","B HLTH 435",3,NA,NA,"B HLTH",435,"PRINC HLTH ED & COM",91,34,331.4,3.64175824175824
"1173","B HLTH 436",3,NA,NA,"B HLTH",436,"INTRO MGT & LDRSHP",111,21,389.5,3.50900900900901
"1174","B HLTH 437",1,NA,NA,"B HLTH",437,"PROG PLN HLTH PROMO",46,22,170.2,3.7
"1175","B HLTH 438",1,NA,NA,"B HLTH",438,"PROG EVAL HLTH ED",35,17,129.5,3.7
"1176","B HLTH 439",1,NA,NA,"B HLTH",439,"HLTH POLICY & ADVOC",39,33,152.1,3.9
"1177","B HLTH 450",3,NA,NA,"B HLTH",450,"HUMANITIES IN HLTHCR",89,66,340.6,3.82696629213483
"1178","B HLTH 451",1,NA,NA,"B HLTH",451,"FAM CAREG LIFESPAN",21,14,77.7,3.7
"1179","B HLTH 460",3,NA,NA,"B HLTH",460,"ASSMT OLDER ADULTS",110,69,414.1,3.76454545454545
"1180","B HLTH 465",1,NA,NA,"B HLTH",465,"ADOLESCENT HEALTH",36,31,140.4,3.9
"1181","B HLTH 491",4,NA,NA,"B HLTH",491,"HEALTH TOPICS H&LS",103,7,332.9,3.23203883495146
"1182","B HLTH 492",4,NA,NA,"B HLTH",492,"HEALTH TOPICS H&S",154,59,520,3.37662337662338
"1183","B HLTH 493",1,NA,NA,"B HLTH",493,"HEALTH TOPICS HPL&E",46,8,161,3.5
"1184","B HLTH 494",1,NA,NA,"B HLTH",494,"HEALTH TOPICS CHI&P",35,9,122.5,3.5
"1185","B HLTH 497",81,NA,NA,"B HLTH",497,"HEALTH TOPICS",2604,1599,9761.5,3.74865591397849
"1186","B IMD 233",11,NA,NA,"B IMD",233,"FUND WEB MEDIA TECH",293,47,774.5,2.64334470989761
"1187","B IMD 250",7,NA,NA,"B IMD",250,"INTRO INTERACT DSGN",189,73,641.8,3.3957671957672
"1188","B IMD 330",2,NA,NA,"B IMD",330,"QUANT MTH INT MEDIA",61,7,182.7,2.99508196721311
"1189","B IMD 350",2,NA,NA,"B IMD",350,"DESIGNING MX",67,24,238,3.55223880597015
"1190","B IMD 351",6,NA,NA,"B IMD",351,"STUDIO ELEMENTS I",191,50,627.3,3.28429319371728
"1191","B IMD 352",5,NA,NA,"B IMD",352,"STUDIO ELEMENTS",153,17,532.8,3.48235294117647
"1192","B IMD 353",5,NA,NA,"B IMD",353,"STUDIO ELEMENTS III",151,70,550.4,3.64503311258278
"1193","B IMD 362",5,NA,NA,"B IMD",362,"STUDIO EL II PRAC",128,57,456,3.5625
"1194","B IMD 363",5,NA,NA,"B IMD",363,"STUDIO EL III PRAC",138,21,479.3,3.4731884057971
"1195","B IMD 440",1,NA,NA,"B IMD",440,"SYS DG MEDIA ARCH",28,4,89.6,3.2
"1196","B IMD 481",5,NA,NA,"B IMD",481,"INTGRTVE STUDIO I",145,57,516.5,3.56206896551724
"1197","B IMD 482",4,NA,NA,"B IMD",482,"INTGRTVE STUDIO II",115,19,380,3.30434782608696
"1198","B IMD 483",4,NA,NA,"B IMD",483,"STUDIO PORTFOLIO",115,37,407.2,3.54086956521739
"1199","B IMD 491",5,NA,NA,"B IMD",491,"INT STUDIO PRAC I",135,46,471,3.48888888888889
"1200","B IMD 492",4,NA,NA,"B IMD",492,"INT STUDIO II PRAC",105,32,367.8,3.50285714285714
"1201","B IMD 493",4,NA,NA,"B IMD",493,"INT STUDIO III PRAC",115,36,408.7,3.55391304347826
"1202","B LEAD 104",4,NA,NA,"B LEAD",104,"LEAD: PRSNTN SKILLS",74,36,278,3.75675675675676
"1203","B MATH 121",23,NA,NA,"B MATH",121,"ALGEBRA",688,95,1898.2,2.75901162790698
"1204","B MATH 122",29,NA,NA,"B MATH",122,"INTRO ELEM FUNCTION",731,75,1954.7,2.67400820793434
"1205","B MATH 123",58,NA,NA,"B MATH",123,"FUNC MOD QUAN REAS",1811,281,5052.2,2.78972943125345
"1206","B MATH 144",17,NA,NA,"B MATH",144,"CALC FOR LIFE SCI",482,63,1277.4,2.65020746887967
"1207","B MATH 215",18,NA,NA,"B MATH",215,"HEALTH STATISTICS",365,109,1221.5,3.34657534246575
"1208","B ME 221",6,NA,NA,"B ME",221,"STATICS",127,23,393.8,3.1007874015748
"1209","B ME 222",3,NA,NA,"B ME",222,"DEFORMABLE BODIES",65,10,195.3,3.00461538461538
"1210","B ME 223",4,NA,NA,"B ME",223,"ACCELERTING BODIES",124,20,346.2,2.79193548387097
"1211","B ME 315",4,NA,NA,"B ME",315,"INTRO 3D MODELING",79,3,252.3,3.19367088607595
"1212","B ME 331",7,NA,NA,"B ME",331,"THERMAL FLUIDS I",173,17,536.6,3.10173410404624
"1213","B ME 332",5,NA,NA,"B ME",332,"THERMAL FLUIDS II",126,12,372.1,2.9531746031746
"1214","B ME 333",5,NA,NA,"B ME",333,"THERMAL FLUIDS III",122,19,377.8,3.09672131147541
"1215","B ME 341",5,NA,NA,"B ME",341,"MECH SYS DESIGN I",145,9,449.9,3.10275862068965
"1216","B ME 342",5,NA,NA,"B ME",342,"MECH SYS DESIGN II",127,22,412.1,3.24488188976378
"1217","B ME 343",4,NA,NA,"B ME",343,"MECH SYS DESIGN III",149,21,484.4,3.2510067114094
"1218","B ME 410",4,NA,NA,"B ME",410,"ELEC POWR MACHINRY",150,24,488.6,3.25733333333333
"1219","B ME 432",1,NA,NA,"B ME",432,"ACOUST ENG 2",23,6,85.1,3.7
"1220","B ME 433",1,NA,NA,"B ME",433,"ADV THERMAL FLUIDS",24,7,84,3.5
"1221","B ME 481",3,NA,NA,"B ME",481,"ENGR PROF DEVELOP I",104,68,398.8,3.83461538461538
"1222","B ME 482",3,NA,NA,"B ME",482,"PROFESSIONAL ENGNR",102,29,358,3.50980392156863
"1223","B ME 493",5,NA,NA,"B ME",493,"ADV SPEC TOPICS ME",123,45,432.7,3.51788617886179
"1224","B ME 495",3,NA,NA,"B ME",495,"CAPSTONE PROJ-ME 1",102,68,390.4,3.82745098039216
"1225","B ME 496",3,NA,NA,"B ME",496,"CAPSTONE PROJ ME-2",102,79,390.4,3.82745098039216
"1226","B NURS 350",33,NA,NA,"B NURS",350,"CRITICAL THINKING",1172,482,4291.5,3.66168941979522
"1227","B NURS 360",16,NA,NA,"B NURS",360,"READ & INFO LIT NSG",524,226,1947,3.71564885496183
"1228","B NURS 403",33,NA,NA,"B NURS",403,"EBP & CLIN INQ",1265,407,4595.3,3.63264822134387
"1229","B NURS 407",36,NA,NA,"B NURS",407,"CULT/SOC HLTH ISS",1281,838,4867,3.79937548790008
"1230","B NURS 409",14,NA,NA,"B NURS",409,"PARTNERS COMM HLTH",215,165,829.6,3.85860465116279
"1231","B NURS 410",33,NA,NA,"B NURS",410,"LEGAL ETHIC ISSUES",1260,570,4698.7,3.72912698412698
"1232","B NURS 420",13,NA,NA,"B NURS",420,"HLTHCARE POL & ORG",413,297,1581.7,3.82978208232446
"1233","B NURS 421",16,NA,NA,"B NURS",421,"SOC JUSTICE HLTH",515,387,1985.7,3.85572815533981
"1234","B NURS 422",12,NA,NA,"B NURS",422,"LEADSHIP CARE COORD",353,248,1355.9,3.84107648725212
"1235","B NURS 423",12,NA,NA,"B NURS",423,"ETHICAL QUAL CARE",352,231,1340.9,3.809375
"1236","B NURS 424",3,NA,NA,"B NURS",424,"POP HLTH COMM PRAC",46,40,180.9,3.93260869565217
"1237","B NURS 430",33,NA,NA,"B NURS",430,"RELATNL LEADER NDG",1287,859,4901.4,3.80839160839161
"1238","B NURS 460",15,NA,NA,"B NURS",460,"TRANS KNOW TO PRAC",368,163,1376.2,3.73967391304348
"1239","B NURS 501",11,NA,NA,"B NURS",501,"FNDTN NURS PRACTICE",268,125,989.2,3.6910447761194
"1240","B NURS 504",10,NA,NA,"B NURS",504,"DISPARITY & HEALTH",226,97,843.9,3.73407079646018
"1241","B NURS 506",1,NA,NA,"B NURS",506,"PATH PHARM ASSMNT",15,6,57,3.8
"1242","B NURS 507",6,NA,NA,"B NURS",507,"ADVANCED NSG ROLES",171,135,668.6,3.90994152046784
"1243","B NURS 508",11,NA,NA,"B NURS",508,"ETHICS, AESTHETICS",261,204,1006.3,3.85555555555556
"1244","B NURS 510",2,NA,NA,"B NURS",510,"TECH ENHNCD PEDGY",36,30,140.4,3.9
"1245","B NURS 511",2,NA,NA,"B NURS",511,"CURRIC DEV IN N ED",31,19,116.2,3.74838709677419
"1246","B NURS 513",5,NA,NA,"B NURS",513,"THEO & METH TEACH",91,78,351.6,3.86373626373626
"1247","B NURS 520",9,NA,NA,"B NURS",520,"SCH INQ NSG PRACT I",221,85,814.9,3.68733031674208
"1248","B NURS 521",5,NA,NA,"B NURS",521,"SCH INQ NSG PRACT II",130,45,476.7,3.66692307692308
"1249","B NURS 522",3,NA,NA,"B NURS",522,"TRANSL RES II",65,40,247.5,3.80769230769231
"1250","B NURS 525",10,NA,NA,"B NURS",525,"LEADRSHP NRSG ROLES",261,137,978.6,3.74942528735632
"1251","B NURS 526",6,NA,NA,"B NURS",526,"PROG PLAN/PROG EVAL",133,66,502.4,3.77744360902256
"1252","B NURS 530",1,NA,NA,"B NURS",530,"MGMT HC ORGS",15,12,58.5,3.9
"1253","B NURS 585",3,NA,NA,"B NURS",585,"HEALTH POLICY ENGAGE",62,37,234.6,3.78387096774194
"1254","B NURS 597",2,NA,NA,"B NURS",597,"SELECTED TOPICS",36,14,135.3,3.75833333333333
"1255","B PHYS 101",12,NA,NA,"B PHYS",101,"INTRO ASTRONOMY",437,115,1356.1,3.10320366132723
"1256","B PHYS 114",18,NA,NA,"B PHYS",114,"GENERAL PHYSICS",1157,139,3536.3,3.05643906655143
"1257","B PHYS 115",15,NA,NA,"B PHYS",115,"GENERAL PHYSICS",813,132,2544.8,3.13013530135301
"1258","B PHYS 116",12,NA,NA,"B PHYS",116,"GENERAL PHYSICS",437,110,1413.9,3.23546910755149
"1259","B PHYS 121",16,NA,NA,"B PHYS",121,"MECHANICS",888,95,2549.4,2.87094594594595
"1260","B PHYS 122",14,NA,NA,"B PHYS",122,"ELMAG & OSCIL MOTN",685,121,2142.2,3.12729927007299
"1261","B PHYS 123",12,NA,NA,"B PHYS",123,"WAVES",444,135,1490.9,3.35788288288288
"1262","B PHYS 221",2,NA,NA,"B PHYS",221,"CLASSICAL MECHANICS",35,10,109.5,3.12857142857143
"1263","B PHYS 222",2,NA,NA,"B PHYS",222,"MODERN PHYSICS",39,14,117,3
"1264","B PHYS 224",2,NA,NA,"B PHYS",224,"THERMAL PHYSICS",41,13,137.1,3.34390243902439
"1265","B PHYS 231",2,NA,NA,"B PHYS",231,"INTRO EXP PHYS",32,12,112,3.5
"1266","B PHYS 305",3,NA,NA,"B PHYS",305,"THE COSMOS",121,41,389.9,3.22231404958678
"1267","B PHYS 317",2,NA,NA,"B PHYS",317,"MATH PHYS",37,14,131.2,3.54594594594595
"1268","B PHYS 321",2,NA,NA,"B PHYS",321,"ELECTROMAGNETISM",43,15,126.6,2.94418604651163
"1269","B PHYS 322",1,NA,NA,"B PHYS",322,"ELECTROMAG II",17,7,56.1,3.3
"1270","B PHYS 324",1,NA,NA,"B PHYS",324,"QUANT MECH I",18,7,63,3.5
"1271","B SPAN 101",14,NA,NA,"B SPAN",101,"ELEMENTARY SPANISH",294,47,875.9,2.97925170068027
"1272","B SPAN 102",5,NA,NA,"B SPAN",102,"ELEMENTARY SPANISH",87,17,274.8,3.15862068965517
"1273","B SPAN 103",1,NA,NA,"B SPAN",103,"ELEMENTARY SPANISH",15,7,55.5,3.7
"1274","B STR 301",7,NA,NA,"B STR",301,"GENERAL ANATOMY",2346,621,7537.4,3.21287297527707
"1275","B STR 431",4,NA,NA,"B STR",431,"INTRO NEUROANATOMY",219,51,733.5,3.34931506849315
"1276","B STR 541",1,NA,NA,"B STR",541,"P-MICRO ANAT DENT",55,34,203.5,3.7
"1277","B WRIT 132",5,NA,NA,"B WRIT",132,"INTDSC WRTG STRTCH 1",109,18,372.8,3.42018348623853
"1278","B WRIT 133",2,NA,NA,"B WRIT",133,"INTDSC WRTG STRTCH 2",37,5,118.3,3.1972972972973
"1279","B WRIT 134",108,NA,NA,"B WRIT",134,"INTERDISC WRITING",2491,445,7886.4,3.16595744680851
"1280","B WRIT 135",122,NA,NA,"B WRIT",135,"RESEARCH WRITING",2762,546,8643.8,3.12954380883418
"1281","BCONSC 321",5,NA,NA,"BCONSC",321,"CONSCIOUSNESS STDYS",143,33,488.7,3.41748251748252
"1282","BCONSC 323",5,NA,NA,"BCONSC",323,"SCIENCE OF DREAMS",132,27,469.3,3.55530303030303
"1283","BCS 402",1,NA,NA,"BCS",402,"1ST YR BOS/CRO/SERB",15,11,57,3.8
"1284","BCULST 500",5,NA,NA,"BCULST",500,"FORM CULTR STDY",83,42,303.9,3.66144578313253
"1285","BCULST 501",5,NA,NA,"BCULST",501,"CULTR STDY RES PRAC",83,61,320.6,3.86265060240964
"1286","BCULST 502",4,NA,NA,"BCULST",502,"CULTR STDY COLLAB",65,51,250.2,3.84923076923077
"1287","BCULST 510",5,NA,NA,"BCULST",510,"CAPST DES PORT SEM",84,72,325.8,3.87857142857143
"1288","BCULST 512",5,NA,NA,"BCULST",512,"CAPST PRES PORT SEM",84,56,316.4,3.76666666666667
"1289","BCULST 570",2,NA,NA,"BCULST",570,"PRISON POL ACTIVSM",31,12,116.1,3.74516129032258
"1290","BCULST 584",1,NA,NA,"BCULST",584,"TOPICS MEDIA CULTR",17,17,68,4
"1291","BCULST 587",1,NA,NA,"BCULST",587,"TOP CULTR ARTS PRAC",19,16,72.2,3.8
"1292","BCWRIT 500",4,NA,NA,"BCWRIT",500,"BTWN PROSE & POETRY",69,33,262.2,3.8
"1293","BCWRIT 501",3,NA,NA,"BCWRIT",501,"BTWN FACT & IMAGINA",49,42,192.6,3.93061224489796
"1294","BCWRIT 502",1,NA,NA,"BCWRIT",502,"PROC THINK & MEMORY",19,7,70.3,3.7
"1295","BCWRIT 510",4,NA,NA,"BCWRIT",510,"CULTR CHANGE & WRIT",67,44,254.3,3.7955223880597
"1296","BCWRIT 511",3,NA,NA,"BCWRIT",511,"WRITERS' RESEARCH",49,23,184.3,3.76122448979592
"1297","BCWRIT 512",1,NA,NA,"BCWRIT",512,"ART, TECH, PRACTICE",19,12,74.1,3.9
"1298","BES 180",1,NA,NA,"BES",180,"INTRO BIOLOGY",46,24,170.2,3.7
"1299","BES 200",1,NA,NA,"BES",200,"INTRO BIOL",41,6,110.7,2.7
"1300","BES 220",1,NA,NA,"BES",220,"INTRO BIOL",48,10,144,3
"1301","BES 301",30,NA,NA,"BES",301,"SCI METHODS & PRACT",814,192,2484.5,3.0522113022113
"1302","BES 303",5,NA,NA,"BES",303,"ENVIR MONITOR PRACT",105,21,337,3.20952380952381
"1303","BES 312",25,NA,NA,"BES",312,"ECOLOGY",783,210,2552.6,3.26002554278416
"1304","BES 316",1,NA,NA,"BES",316,"ECOLOGICAL METHODS",19,9,72.2,3.8
"1305","BES 318",8,NA,NA,"BES",318,"HYDROGEOLOGY",219,36,695.4,3.17534246575342
"1306","BES 321",3,NA,NA,"BES",321,"GEOMORPHOLOGY",65,11,200.1,3.07846153846154
"1307","BES 341",2,NA,NA,"BES",341,"NATURAL HAZARDS",49,8,164.1,3.34897959183673
"1308","BES 362",12,NA,NA,"BES",362,"RESTORATION ECOLOGY",329,127,1113.4,3.38419452887538
"1309","BES 397",6,NA,NA,"BES",397,"SPEC TOPS ENV SCI",162,43,526.2,3.24814814814815
"1310","BES 460",3,NA,NA,"BES",460,"WATER QUALITY",62,12,213.1,3.43709677419355
"1311","BES 462",1,NA,NA,"BES",462,"RESTORATION ECOL 1",16,7,60.8,3.8
"1312","BES 463",1,NA,NA,"BES",463,"RESTORATION ECOL 2",16,13,62.4,3.9
"1313","BES 464",1,NA,NA,"BES",464,"RESTORATION ECOL 3",16,15,62.4,3.9
"1314","BES 485",8,NA,NA,"BES",485,"CONSERV BIOLOGY",259,60,846.2,3.26718146718147
"1315","BES 489",1,NA,NA,"BES",489,"ECOL NW ECOSYSTEMS",27,5,83.7,3.1
"1316","BES 490",4,NA,NA,"BES",490,"PACIFIC NW PLANTS",77,18,230.2,2.98961038961039
